scorer,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000
bodyparts,nose,nose,nose
coords,x,y,likelihood
0,996.4811788797379,695.0007457733154,0.99994957447052
1,1018.0511066913605,674.1582523584366,0.9999873638153076
2,1010.6934280395508,658.663557767868,0.9999985694885254
3,997.1069999933243,645.6262884140015,0.9664289355278015
4,994.8633699417114,599.2204365730286,0.999518871307373
5,993.7719328403473,580.5152702331543,0.9999936819076538
6,973.4608197212219,560.1256332397461,0.999998927116394
7,978.116369009018,530.5066998004913,0.9999845027923584
8,980.0398357622325,502.9964234828949,1.0
9,983.5016825199127,473.07345151901245,1.0
10,986.0249915122986,450.75626838207245,1.0
11,986.2549080848694,428.7885637283325,1.0
12,997.3338296413422,414.3768901824951,0.999958872795105
13,967.3483364582062,389.4788064956665,1.0
14,964.5086328983307,375.4169337749481,1.0
15,980.9475232362747,355.759513810277,1.0
16,985.5110518932343,357.1923724412918,0.9613120555877686
17,967.7663962841034,325.50047039985657,1.0
18,958.4016926288605,311.316965341568,0.9988080263137817
19,965.1207518577576,303.7943217754364,0.9999982118606567
20,975.3509793281555,278.77555084228516,1.0
21,978.077824473381,274.6824016571045,1.0
22,984.5494742393494,267.9219373166561,1.0
23,1002.7966126203537,269.2301607131958,0.9987233281135559
24,987.9457147680223,258.7116439342499,0.9999995231628418
25,965.8162214756012,261.1285996437073,1.0
26,966.19353556633,254.28830337524414,0.9999947547912598
27,962.581760764122,242.59525001049042,0.987784743309021
28,950.1238825321198,242.15079402923584,1.0
29,956.563516497612,239.48721265792847,0.999945878982544
30,949.6404384374619,231.6681272983551,0.9999972581863403
31,957.5710536241531,226.87768578529358,0.9999998807907104
32,968.1834197044373,227.76626686751842,1.0
33,971.3619959950447,228.198620185256,1.0
34,978.7549409866333,228.83836847543716,1.0
35,971.781474173069,214.4763731956482,1.0
36,961.3399534225464,224.15445756912231,1.0
37,973.042473077774,230.19769191741943,0.9999206066131592
38,963.4353458285332,228.2963684797287,1.0
39,945.1828949451447,230.28952074050903,0.9999996423721313
40,941.1651384830475,226.9129159450531,1.0
41,924.9348670840263,212.23013505339622,1.0
42,944.7656035423279,220.21603363752365,1.0
43,948.8366007208824,220.72823876142502,1.0
44,953.7535176277161,220.7128271460533,1.0
45,959.1751852035522,217.3891830444336,1.0
46,959.8416640758514,215.2652153968811,1.0
47,964.1617848724127,220.58423894643784,0.9999997615814209
48,948.3034041523933,236.93369257450104,0.9999960660934448
49,923.2613983154297,234.3911998271942,0.9997808337211609
50,919.8762845993042,247.03871250152588,1.0
51,932.4359259009361,254.77785325050354,1.0
52,920.2251486778259,256.4593381881714,0.9999997615814209
53,901.827520608902,258.87377405166626,0.9999997615814209
54,916.2370698153973,254.71208834648132,1.0
55,931.015090405941,252.4786424934864,1.0
56,923.313293993473,238.89382004737854,1.0
57,939.2307614684105,229.8550455570221,0.999997615814209
58,916.9906007647514,241.59475374221802,1.0
59,930.5596998929977,240.0137505531311,1.0
60,933.1565940380096,239.42194533348083,1.0
61,926.3733010292053,232.94473886489868,1.0
62,938.9892592430115,252.90864270925522,0.9997174143791199
63,929.5013601779938,282.38590717315674,1.0
64,906.4717106819153,322.0127433538437,0.9999933242797852
65,893.7561465501785,341.10262179374695,0.9999774694442749
66,891.301584482193,342.3771131038666,0.9999897480010986
67,883.2305790781975,348.403302103281,0.9080654978752136
68,870.055059671402,328.6501874923706,1.0
69,877.9770369529724,331.47570008039474,0.999992847442627
70,885.2743561267853,320.37465047836304,1.0
71,891.1781847476959,305.9932749271393,1.0
72,908.7779512405396,306.6360226869583,1.0
73,918.0616025924683,302.5280523300171,1.0
74,922.7399702072144,300.598369538784,1.0
75,928.7308094501495,307.5373001098633,1.0
76,921.0451364517212,334.65980410575867,1.0
77,916.8264285326004,334.66323590278625,1.0
78,918.7654616832733,328.44291257858276,1.0
79,921.4756073951721,326.54684805870056,1.0
80,913.226790189743,315.88552264124155,1.0
81,913.6419041156769,300.4561784565449,1.0
82,922.9078624248505,286.0121603012085,1.0
83,934.1482739448547,282.6852855682373,1.0
84,938.0223872661591,281.9994912147522,1.0
85,957.9373555183411,275.8017615675926,1.0
86,969.2769732475281,275.40228724479675,1.0
87,977.3464081287384,275.1078172326088,1.0
88,952.5351858139038,280.5717692375183,1.0
89,962.7247451543808,281.802170753479,1.0
90,964.8026506304741,283.1605239510536,1.0
91,850.3547149896622,358.65955567359924,0.999993085861206
92,931.4054602384567,260.99027156829834,0.9801961779594421
93,919.6856400966644,247.4512219429016,1.0
94,933.1953628063202,252.1613155156374,1.0
95,944.5587735176086,257.9740056991577,1.0
96,952.2891116142273,259.0905119776726,1.0
97,957.9779177904129,254.05780577659607,1.0
98,949.4516662359238,252.73562705516815,1.0
99,930.9609010219574,287.65712332725525,1.0
100,938.2701071500778,312.85901069641113,1.0
101,948.1053115576506,315.82940877974033,0.9999998807907104
102,948.3095355331898,310.17204546928406,0.9999973773956299
103,937.0130643844604,284.85064071416855,1.0
104,930.3448277711868,275.8129845112562,1.0
105,909.837609410286,255.61739778518677,0.9999592304229736
106,906.9153379201889,251.19196689128876,0.9999815225601196
107,910.9029519557953,248.28829669952393,0.9999032020568848
108,899.1076057553291,230.33967185020447,1.0
109,915.0734497904778,233.52919578552246,1.0
110,930.5812665224075,251.56210851669312,1.0
111,944.1712152957916,269.4504498243332,1.0
112,946.8028045892715,284.21926505863667,0.9999969005584717
113,934.677323102951,293.82622015476227,0.9999973773956299
114,930.2691966295242,298.40557765960693,1.0
115,922.0072505474091,300.2893232703209,0.9999991655349731
116,931.243959069252,286.8255126476288,1.0
117,920.1713285446167,269.2336653470993,0.9999817609786987
118,916.7699534893036,275.421690762043,0.9999998807907104
119,922.6241221427917,275.038927257061,0.9999984502792358
120,920.5729236602783,271.0292146205902,1.0
121,937.9908266067505,269.8019527196884,1.0
122,957.1816698312759,270.1677613258362,1.0
123,954.6767554283142,268.05678986385465,1.0
124,966.0613873004913,285.26313829421997,1.0
