scorer,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000
bodyparts,right hand,right hand,right hand,left hand,left hand,left hand,right ear,right ear,right ear,left ear,left ear,left ear,nose,nose,nose
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
103,864.7369532585144,720.7740523815155,1.0,895.9574384689331,698.4319974184036,0.9999985694885254,776.9051427841187,500.86817997694016,0.9999994039535522,1017.9735836982727,521.1797139644623,0.999850869178772,896.4640860557556,569.8770453929901,0.8251073360443115
104,864.2412686347961,721.8928048610687,1.0,896.3620541095734,698.5949561595917,0.9999985694885254,777.5265295505524,500.41151466965675,0.9999998807907104,1017.4157400131226,525.2295114994049,0.9999734163284302,896.0494899749756,572.6557152271271,0.9998742341995239
105,863.6454346179962,722.231528878212,1.0,896.2058997154236,699.7507411539555,0.9999991655349731,777.440292596817,501.7075457572937,0.9999996423721313,1018.7736543416977,527.2203817367554,0.9999384880065918,898.1967091560364,580.5477053523064,0.13846154510974884
106,863.2900609970093,720.8233771324158,1.0,894.9116408824921,697.8722162246704,0.999997615814209,779.213295340538,502.2396020889282,0.9999994039535522,1017.8460540771484,528.2268691062927,0.9999829530715942,894.8999304771423,586.7716728448868,0.0020645102486014366
107,862.6218945980072,720.2831184864044,1.0,894.0962419509888,697.6265187263489,0.9999991655349731,779.0610877275467,503.413729429245,0.9999990463256836,1016.9218835830688,529.4820291996002,0.9999366998672485,895.3636741638184,581.5066964626312,0.749164879322052
108,859.7063589394093,722.0269923210144,1.0,891.1466559767723,699.7963317930698,0.9999969005584717,778.7962448596954,503.8460762500763,0.9999955892562866,1017.1331324577332,530.5329035520554,0.9999891519546509,890.4715831279755,575.9995107650757,0.9999998807907104
109,855.6713130474091,723.580793172121,1.0,888.6425313949585,706.1204067468643,0.9999998807907104,778.4052931070328,503.51484417915344,0.9999972581863403,1018.6589260101318,531.0952180027962,0.9999785423278809,889.3147847652435,571.1772575378418,0.9961155652999878
110,851.7942472100258,731.4383792281151,1.0,886.6437618732452,711.1625535488129,1.0,775.2549858093262,506.7129520177841,0.9999971389770508,1016.9920268058777,528.6342432498932,0.9926509261131287,884.5093826055527,566.1317691802979,1.0
111,852.2793135941029,733.8834940195084,1.0,886.441810131073,712.1853799819946,0.9999997615814209,774.3701064586639,508.4132485985756,0.9999997615814209,1016.2408504486084,527.7304258346558,0.9997270703315735,881.5641016960144,565.746032834053,0.9999512434005737
112,851.4646077752113,734.2024755477905,1.0,885.6614428758621,712.5275344848633,0.9999995231628418,774.1579308509827,510.14465713500977,0.9999997615814209,1016.4175868034363,528.7097339630127,0.9999957084655762,881.2214531898499,565.2817659378052,0.999998927116394
113,850.0810205936432,739.8415530472994,1.0,881.9450659751892,718.549459695816,0.9999997615814209,772.6424231529236,508.9007625579834,0.9999998807907104,1014.3634610176086,530.8152171373367,1.0,879.1738467216492,559.58189702034,0.9999990463256836
114,844.1582448035479,748.8089852333069,0.9999998807907104,878.8657584190369,724.7733142971992,0.9999998807907104,770.7653789520264,506.2522258758545,1.0,1011.7588537633419,530.0937316417694,1.0,881.4223341941833,548.4667423665524,0.9999998807907104
115,843.50191873312,753.4209229946136,1.0,877.4066069126129,728.0962629318237,0.9999990463256836,768.8561239242554,505.8303894996643,1.0,1013.0086526870728,529.1303191184998,1.0,879.1333420276642,539.90818528831,0.9999985694885254
116,842.1274816989899,761.7258994579315,0.999998927116394,874.779710650444,737.7028541564941,0.9999994039535522,768.2859835624695,504.3835949897766,1.0,1012.5868604183197,527.8753275871277,1.0,880.605804681778,530.6333544254303,0.9999998807907104
117,841.8888175487518,768.9642496109009,1.0,875.1372454762459,745.972279548645,0.9999971389770508,766.1606044769287,504.7291612625122,1.0,1012.779510140419,526.3237054347992,0.9999997615814209,880.5549790859222,515.2682586312294,0.9999998807907104
118,840.3262228965759,773.807555437088,1.0,873.0848867893219,751.3311262130737,0.9999954700469971,766.4122655391693,502.6945946216583,1.0,1012.4429503083229,525.7087721824646,1.0,882.0276271104813,514.1580924987793,0.9999228715896606
119,836.8473702669144,787.1839500665665,1.0,869.3651548624039,765.4603096246719,0.9999988079071045,764.1754145026207,502.29888129234314,1.0,1010.8931599855423,524.682475745678,0.9999997615814209,884.3680046200752,493.8947321176529,0.9999994039535522
120,830.3236889839172,800.9483835697174,1.0,867.5844082832336,778.5032272338867,0.9999996423721313,763.2192851901054,502.86457419395447,1.0,1010.2426115274429,524.6208700537682,1.0,883.615880727768,490.9981759786606,1.0
121,832.3941893577576,812.4809506237507,0.9999998807907104,867.514465868473,789.4501903057098,1.0,761.838965177536,503.86625957489014,1.0,1009.0883331298828,520.0750308036804,0.9999997615814209,884.1079163402319,482.6340345144272,0.9999994039535522
122,831.8361496925354,820.239274546504,1.0,868.2293097823858,798.7840340137482,0.9999996423721313,758.8617265224457,500.4550467133522,1.0,1006.6223158836365,513.4908382892609,1.0,882.9930163621902,466.88309693336487,0.9999886751174927
123,835.9752274099737,825.2969117164612,0.9999998807907104,874.158757686615,804.1590625941753,1.0,756.1698022633791,497.8088231086731,1.0,1001.0700130462646,502.95213198661804,0.9999997615814209,854.6784360408783,452.5918456315994,1.0
124,841.3601937294006,820.971930205822,1.0,879.4660375118256,801.7847445011139,0.9999994039535522,749.11656665802,496.883061170578,1.0,997.8866035938263,495.5834803581238,1.0,855.1163401603699,457.5854434967041,1.0
125,855.5009515285492,818.5172420740128,0.9999998807907104,912.2994904518127,736.2305965423584,0.9999997615814209,740.9105271100998,498.5889558792114,1.0,990.739572763443,485.54409527778625,0.9999998807907104,859.0201085209846,461.67008769512177,0.9999997615814209
126,869.0393493175507,816.7510743141174,1.0,946.2302494049072,613.5961211919785,0.5605220198631287,731.8656268566847,501.7019420862198,1.0,977.263325214386,473.5577049255371,1.0,864.6430840492249,463.2034013271332,1.0
127,879.9603068828583,820.2529994547367,0.9999998807907104,917.4105355739594,573.0531117916107,0.9716577529907227,729.0164394378662,500.99390256404877,1.0,974.0408942699432,469.04033529758453,0.9999998807907104,867.7040352523327,457.6430687904358,0.9999997615814209
128,882.4812127351761,830.4851868152618,0.9999793767929077,881.6810095310211,597.801875948906,0.9999630451202393,726.0501499176025,495.3971531391144,1.0,973.3850449323654,465.36480927467346,1.0,863.7528758049011,443.2437282204628,0.9999384880065918
129,882.3225749731064,838.143548488617,0.9999935626983643,867.9033579304814,612.4943073093891,0.9999880790710449,723.7697974741459,491.87430238723755,1.0,972.6516087055206,463.3106122016907,1.0,880.9335453510284,444.5763472914696,0.9993146657943726
130,883.1184000372887,844.1911569982767,0.9999674558639526,861.0751876831055,622.5898270606995,0.9999688863754272,724.1249636411667,484.92305463552475,1.0,971.3713999390602,459.5301358997822,0.9999998807907104,866.5544451475143,438.63910245895386,0.9999997615814209
131,828.2990069687366,802.7919591665268,0.9266065359115601,854.4435474872589,623.250275850296,0.9999995231628418,723.2211710810661,478.2156620025635,1.0,968.9375476837158,456.23979139328003,0.9999998807907104,859.3858453631401,435.68747556209564,0.9999998807907104
132,766.2524876594543,689.0451834201813,0.9999988079071045,843.1900955438614,623.4225721359253,0.9999997615814209,725.4708539247513,469.51455438137054,1.0,970.9817011356354,454.5353238582611,1.0,852.9711402058601,444.26752439141273,0.9993715882301331
133,759.3729732036591,580.7933083176613,0.9999998807907104,829.6626205444336,624.8471922874451,0.9999973773956299,731.0262474417686,455.5152232646942,1.0,977.3740079402924,453.3517255783081,0.9999997615814209,853.0732966661453,443.3622604608536,0.9999998807907104
134,802.5744050741196,554.3925280570984,0.9999998807907104,820.6031891107559,638.6078786849976,0.999998927116394,732.6712923049927,450.6147154569626,1.0,977.7110004425049,454.06606554985046,0.9999997615814209,848.6904530525208,450.6724454164505,0.9999998807907104
135,817.7038023471832,584.6455073356628,1.0,814.1008789539337,644.8691133856773,0.983486533164978,733.4010941982269,449.3196473121643,1.0,978.6789296865463,452.85929107666016,0.9999983310699463,848.7918376922607,451.33123952150345,0.9999967813491821
136,815.0695488452911,597.2897228002548,1.0,802.1335464715958,662.0405311584473,0.9993483424186707,732.3688625097275,449.05188035964966,1.0,978.5446110963821,452.828741312027,0.9999978542327881,819.8583183288574,449.207492351532,0.3390277624130249
137,818.5503058433533,611.9075099676847,1.0,810.6163511276245,685.7226065397263,0.9994593262672424,731.6410630941391,450.35809659957886,1.0,978.6440893411636,453.3860934972763,0.9999995231628418,827.4028071165085,456.61615538597107,0.9999771118164062
138,829.8494523763657,627.2432584762573,1.0,899.6154371500015,609.1995487213135,0.9999988079071045,728.773238658905,451.40725433826447,1.0,977.2530264854431,451.7630073428154,0.9999977350234985,840.7190289497375,458.7885946035385,0.9999998807907104
139,849.5865933895111,642.9934717416763,1.0,908.4164489507675,547.9611836709082,0.9720212817192078,725.8571010828018,455.7636082172394,1.0,975.4307618141174,449.8057863712311,0.9999984502792358,848.8593425750732,457.89438486099243,1.0
140,863.1326856613159,656.2719626426697,1.0,885.835324883461,582.5803079605103,0.9999045133590698,725.3009313344955,456.0804705619812,1.0,975.8514738082886,440.56564021110535,0.9999974966049194,851.4085638523102,452.7559531927109,1.0
141,871.2917380332947,673.4631516933441,1.0,881.4540917873383,596.6925667524338,1.0,725.4080418348312,456.65947103500366,1.0,975.8364181518555,439.7323672771454,0.9999992847442627,847.6357064247131,449.3836705684662,1.0
142,878.3488550186157,698.4845062494278,0.9997944235801697,878.230384349823,615.8548510074615,0.9999995231628418,726.8526649475098,456.3405284881592,1.0,977.4701869487762,438.4542417526245,1.0,847.2435040473938,447.58416271209717,0.9999991655349731
143,871.9952142238617,720.268620967865,0.9999977350234985,872.715970993042,637.0281608104706,0.9999991655349731,727.186331987381,456.87047576904297,1.0,978.4396317005157,441.8017919063568,1.0,845.5155552625656,439.9475884437561,1.0
144,866.7774746417999,746.9162504673004,0.9999982118606567,870.1286928653717,662.1885735988617,0.9999985694885254,728.7420930862427,457.8253684043884,1.0,980.2373219281435,444.2394647747278,0.9999998807907104,844.6648144721985,437.07808792591095,1.0
145,863.0717985630035,763.1902705430984,0.999903678894043,867.4867697358131,682.0277898311615,0.9999994039535522,731.7445681393147,452.090822301805,1.0,980.9142152070999,444.3262577056885,1.0,844.2015036940575,433.7591209411621,0.9999998807907104
146,850.9760397672653,778.2901258468628,0.9996932744979858,864.6517705917358,705.8523044586182,0.9999988079071045,731.7267799973488,448.9440097808838,1.0,982.0868108272552,444.7797522544861,1.0,846.721711397171,422.0188834667206,0.9999139308929443
147,832.6059634685516,778.403671503067,0.9528305530548096,852.6240094900131,723.2073602080345,0.9999998807907104,734.2280757427216,441.4080243110657,1.0,984.4250874519348,446.8071131706238,0.9999997615814209,848.9401476383209,405.3537554740906,0.9983468055725098
148,782.047801733017,670.8950457572937,0.9996765851974487,844.8306594491005,735.6049575805664,0.9998005032539368,739.7828991413116,434.510778427124,1.0,990.5056865215302,448.5588161945343,0.9999998807907104,872.0672693252563,412.05449628829956,0.9999998807907104
149,773.0948578119278,551.5884709358215,0.9999998807907104,832.0616641044617,740.7767999172211,0.999988317489624,746.5387208461761,430.88684368133545,0.9999998807907104,993.8301696777344,445.83021450042725,0.9999995231628418,861.1132909059525,415.7882285118103,0.9999998807907104
150,798.4214968681335,513.6005680561066,0.9999860525131226,820.2319134473801,753.1009531021118,0.9999836683273315,752.2727365493774,422.2453339099884,0.9999998807907104,995.6979813873768,446.88807463645935,0.9999998807907104,858.6016408205032,418.6295405626297,1.0
151,817.863578081131,533.9896593093872,1.0,816.9183707237244,760.8033928871155,0.9999978542327881,754.2742043733597,421.24318408966064,1.0,999.8626365661621,449.95755100250244,0.9999994039535522,859.0951281785965,419.62572503089905,1.0
152,818.1754302978516,549.7512806653976,1.0,816.1671094894409,770.4703415632248,0.9999994039535522,756.1499719917774,421.22546553611755,1.0,1004.142927929759,452.61625880002975,0.9999970197677612,866.1527614593506,428.0596628151834,0.9828230738639832
153,817.6733989715576,566.4100475311279,1.0,816.4453296661377,785.4382100105286,0.9999946355819702,756.5674723982811,422.8232681751251,1.0,1005.2312973737717,451.7036816775799,0.9999934434890747,867.9914938425645,428.39972507953644,0.9999849796295166
154,821.2119115591049,582.5299870967865,1.0,814.783043384552,789.5067372322083,1.0,757.0780183076859,422.54745507240295,1.0,1005.3271614313126,450.87232077121735,0.9999963045120239,870.7440495491028,431.7190761566162,0.9958733916282654
155,830.8688185214996,604.7801332473755,0.9999995231628418,821.3109472990036,782.8850297927856,0.997149646282196,755.792914301157,422.9630129337311,1.0,1004.734423160553,443.25865650177,0.9999957084655762,838.9864528179169,404.3327394425869,0.9957899451255798
156,832.9663617610931,628.9406631588936,1.0,899.2518359422684,682.9162242412567,0.979099690914154,753.2032792568207,423.5714416503906,1.0,1001.7342324256897,436.45978531241417,0.9999852180480957,843.6823000013828,403.6456958055496,1.0
157,847.7782802581787,654.3306760787964,0.9999994039535522,931.5979985892773,570.9748969078064,0.7311873435974121,743.8008413314819,427.2846148610115,1.0,994.9464092254639,426.30561995506287,0.9999990463256836,854.3812463283539,404.8269483447075,1.0
158,864.310441493988,671.2957963943481,0.999998927116394,910.923101902008,523.8403366804123,0.9788216352462769,741.5523904561996,428.98206543922424,1.0,989.1651350259781,417.8364279270172,1.0,863.856556892395,405.21511578559875,1.0
159,866.053028345108,685.4074107408524,0.9999995231628418,891.5047495663166,547.8179135769606,0.9348118305206299,740.339884608984,429.0098134279251,1.0,990.7338182926178,415.9942111968994,0.9999938011169434,857.6936876773834,399.901433467865,0.9978779554367065
160,876.4329263865948,703.8033037185669,0.9999998807907104,885.9257836341858,563.3822248578072,1.0,739.8021747618914,429.18340706825256,1.0,991.2016463279724,412.72982263565063,0.9999934434890747,879.31254529953,406.63255167007446,0.9999997615814209
161,881.9566221237183,718.7145462036133,0.9999984502792358,887.8563992977142,584.8878774642944,0.999993085861206,741.0413559675217,433.1660180091858,1.0,992.0348544120789,413.50141727924347,0.9999988079071045,849.7574710845947,396.4076941907406,0.9984006285667419
162,883.6380002498627,731.3414001464844,0.9999996423721313,884.5292350053787,603.6479598581791,1.0,738.9253182411194,438.9539895057678,1.0,990.2213473320007,412.1716967076063,0.9999904632568359,844.893237054348,409.97251200675964,0.9038035273551941
163,885.443239569664,745.6928782463074,0.9999997615814209,882.0510629415512,614.8067331314087,1.0,736.2974245548248,443.3574510216713,0.9999998807907104,988.8243973851204,415.92567777633667,0.9999964237213135,843.935706526041,420.3079164326191,0.9999998807907104
164,887.8834676742554,757.4174774885178,0.9999996423721313,878.8148322105408,625.6442348957062,1.0,734.5235443115234,448.9171087741852,1.0,987.4096505045891,418.6848998069763,0.999998927116394,845.2944852113724,433.8056652545929,0.999942421913147
165,888.2108855247498,769.3019495010376,0.9999992847442627,878.3928797245026,640.5933089256287,0.9999998807907104,733.3236510753632,448.30939626693726,1.0,987.4318681359291,420.6544888019562,0.9999963045120239,846.1620078086853,434.2873228788376,1.0
166,886.4929120540619,785.4137551784515,0.9999982118606567,878.2608714103699,655.4691700935364,0.9999992847442627,732.7054671049118,449.210871219635,1.0,987.7071444690228,422.58367466926575,0.999995231628418,849.6689457893372,429.43786573410034,1.0
167,886.9125146865845,799.2505478858948,0.9999186992645264,875.9994727438898,674.2288267612457,1.0,732.417209893465,447.9178276062012,1.0,988.210666000843,423.49146580696106,0.9999992847442627,849.4374556541443,429.9744395017624,1.0
168,861.5595231056213,692.1359195262194,0.045804463326931,868.7228699326515,689.4749901294708,0.9999998807907104,735.9728560447693,439.33730363845825,1.0,991.7008247375488,428.86687219142914,0.9999998807907104,850.7931076288223,428.16300751268864,1.0
169,812.4600093066692,707.903361722827,0.9993031024932861,861.4585719108582,702.6208744049072,0.9999994039535522,742.7543046474457,428.5664963722229,1.0,994.7690908908844,434.23240196704865,1.0,850.2133507728577,425.33753752708435,0.9979654550552368
170,782.4559631347656,591.9147806167603,0.9999998807907104,851.0257045030594,711.676679611206,0.9999996423721313,748.3762178719044,421.4136064052582,1.0,1000.2197337150574,434.6961179971695,0.9999969005584717,850.3575124740601,416.79815459251404,0.9994351267814636
171,784.4603381156921,534.0837862491608,0.9999885559082031,841.7845730781555,726.8459079265594,0.9999998807907104,753.7066166400909,414.19776797294617,1.0,1000.4259266853333,436.14181074500084,0.999998927116394,877.3760335445404,400.60565209388733,0.9999997615814209
172,814.4564588069916,507.29818964004517,0.9999935626983643,832.2979393005371,739.6243568360806,0.9999988079071045,754.8314299583435,412.12433931976557,1.0,1001.1130685806274,435.47541320323944,0.9999995231628418,871.1845180988312,396.1203191950917,0.9999996423721313
173,834.5910665988922,531.3660333156586,1.0,824.1491804122925,749.986946105957,0.9999982118606567,758.7723097801208,408.8655376434326,1.0,1006.4177861213684,437.8891214132309,0.9999970197677612,846.8249142169952,388.9366481900215,0.9999947547912598
174,833.8471717834473,549.911799788475,1.0,821.2894079685211,760.0001964569092,0.9999986886978149,760.4836394786835,406.52358317375183,0.9999998807907104,1007.8186168670654,435.83427169919014,0.9999986886978149,853.4601856470108,380.46776777505875,1.0
175,832.9997653961182,564.6197520494461,1.0,821.5198855400085,770.7470188140869,1.0,760.9534044265747,405.2360941171646,0.9999998807907104,1008.9091844558716,436.30014631152153,0.9999996423721313,857.2514870166779,374.9894366264343,1.0
176,834.2335352897644,577.9761321544647,1.0,823.57599401474,779.7615994662046,0.9999996423721313,760.4047653675079,403.515866458416,0.9999998807907104,1010.1668311357498,434.18033933639526,0.999940037727356,860.0364844240248,374.7573413848877,1.0
177,833.9153244495392,602.5746946334839,1.0,821.572012424469,770.0232144594193,1.0,759.1627962589264,401.8214838504791,0.9999998807907104,1010.551301240921,425.3841049671173,0.999932050704956,859.964264061302,375.2054035663605,1.0
178,833.0162053108215,629.2016131877899,1.0,861.5992506742477,718.6317863464355,0.999998927116394,757.6642378568649,402.7076072692871,1.0,1007.0682373046875,416.9198114871979,0.9999990463256836,853.7455811500549,374.9456260204315,0.9999990463256836
179,839.244654417038,651.9279589727521,0.9999974966049194,914.2255672216415,610.3689687252045,0.9998217225074768,753.5481007099152,401.90483140945435,1.0,1001.0682506561279,410.68053936958313,0.9999998807907104,861.0900585651398,366.6561517715454,1.0
180,855.1644465923309,675.7716667801142,1.0,931.9178422093391,528.8254594802856,0.9998084902763367,747.6163467168808,408.8887219429016,1.0,998.6366519927979,400.084832906723,0.9999997615814209,870.2564055919647,365.62750947475433,1.0
181,865.1848080158234,694.0071179866791,1.0,923.0559666156769,504.62135434150696,0.9999711513519287,746.0131434202194,408.0660471916199,1.0,993.5617365837097,398.60943627357483,1.0,878.9338955879211,363.53294986486435,1.0
182,875.1281809806824,710.349294424057,0.9999996423721313,881.7531023025513,532.5404376387596,0.9997631907463074,746.9124394655228,404.63104087114334,1.0,995.1063733696938,398.1159915924072,1.0,869.8758671283722,356.36919790506363,1.0
183,879.0522334575653,724.7912321090698,0.9999998807907104,877.3069807291031,560.3088099956512,0.9999998807907104,747.5460222661495,404.3938854932785,1.0,995.9572473615408,398.2171778678894,1.0,889.4053676128387,363.0639209151268,0.999998927116394
184,881.8892955780029,744.5876455307007,0.9999998807907104,873.5898728370667,582.6858930587769,0.9999998807907104,746.8572471141815,407.613361120224,1.0,996.7599657773972,397.9910137653351,1.0,879.6710877418518,365.1087797880173,0.999998927116394
185,883.3873014450073,759.8802332878113,0.999987006187439,873.3419098854065,603.0449151992798,0.9999988079071045,745.22607421875,409.4306888580322,0.9999998807907104,996.3888887763023,397.78798830509186,1.0,878.6205866336823,369.87390327453613,1.0
186,878.7616581916809,774.6546900272369,0.9999086856842041,873.4997289180756,632.1134142875671,0.9999998807907104,745.3363418579102,406.0748529434204,1.0,996.7340101599693,398.03584456443787,0.9999998807907104,850.4887708425522,361.6253402233124,1.0
187,850.1964815855026,662.5265488624573,0.022484591230750084,863.193083524704,657.7000758647919,0.9999991655349731,746.2534071207047,402.24531602859497,1.0,997.9145541191101,402.7651069164276,1.0,855.4512102603912,362.87500727176666,1.0
188,811.2451751828194,694.8172571659088,0.9983822107315063,847.979172706604,677.6987795829773,0.9999986886978149,748.9422000646591,393.8754725456238,1.0,999.0606372356415,406.3783528804779,1.0,857.144951581955,360.2946457862854,1.0
189,778.6876096725464,574.9294538497925,0.9999997615814209,837.1112947463989,696.5795521736145,0.9999713897705078,754.3601071834564,386.29546070098877,1.0,1005.3282672166824,407.26829743385315,0.9999998807907104,880.2747890949249,359.09922313690186,0.9999998807907104
190,781.0079394578934,501.13320100307465,0.9999947547912598,827.3542127609253,714.4205265045166,0.99997878074646,759.1745686531067,385.2480905056,1.0,1008.1355650424957,409.9432599544525,0.9999890327453613,877.4779309034348,354.32602620124817,0.9999997615814209
191,804.7394022345543,466.2249765396118,0.9999864101409912,821.3442295789719,731.3238792419434,0.9999995231628418,761.6122758388519,377.4428505897522,0.9999998807907104,1007.0077395439148,408.73189401626587,0.9999974966049194,869.1968252658844,348.23461888730526,1.0
192,829.3415921926498,495.4012289047241,1.0,820.8282929062843,743.20450091362,1.0,762.4915167093277,375.0882225036621,1.0,1008.676281452179,409.7633593082428,0.9999992847442627,875.0820903778076,344.5105872154236,0.9999997615814209
193,831.2847590446472,518.4469113349915,1.0,819.4742524027824,750.7286751270294,0.9999997615814209,763.1279810070992,373.4903395175934,1.0,1008.8628652095795,404.0484499819577,0.9999996423721313,879.2460186481476,339.08627873659134,0.9999415874481201
194,838.09636759758,538.9095665216446,1.0,824.0730917453766,738.5655294656754,0.9999995231628418,761.2859630584717,374.1590373516083,1.0,1009.4280121326447,397.31715404987335,0.9999998807907104,858.2057313919067,327.1498153209686,1.0
195,844.0536040402949,566.3148815631866,1.0,898.350061416626,639.8595762252808,0.9993399977684021,758.5296092033386,371.66276428103447,1.0,1007.336131811142,387.36157923936844,1.0,863.4064464569092,321.9455075263977,1.0
196,853.0566773414612,598.8041195869446,1.0,936.4584536552429,523.5875856876373,0.05583859980106354,754.5105556249619,369.42996168136597,1.0,1001.4315161705017,374.1934902667999,1.0,865.690967798233,315.67471328377724,1.0
197,869.3165553808212,623.8899827003479,1.0,931.7501103281975,452.8884318470955,0.998871386051178,753.485547542572,364.44870951771736,1.0,1001.3108582496643,362.31038081645966,0.9999998807907104,873.2357356548309,305.4620714187622,1.0
198,879.9671351909637,646.1905250549316,0.9999996423721313,907.3881058692932,447.164039850235,0.664581835269928,752.8319404125214,358.35257053375244,1.0,1003.0050718784332,353.96604800224304,0.9999998807907104,876.3990677595139,301.2037523984909,1.0
199,886.4786043167114,663.2208797931671,0.9999998807907104,878.0180883407593,479.5961985588074,0.9999836683273315,751.6768531799316,355.71517449617386,1.0,1000.9527678489685,344.12765741348267,0.9999994039535522,865.2864189147949,303.73223209381104,0.999968409538269
200,891.9767123237252,682.148122549057,0.9999942779541016,873.8148446083069,503.14154505729675,1.0,748.8951480388641,354.69898664951324,1.0,1001.349241733551,341.62706184387207,0.9999986886978149,883.4411121606827,305.6733627319336,0.9999998807907104
201,887.4129490852356,712.2474246025085,0.9999945163726807,871.8454670906067,530.7261228561401,0.9999998807907104,746.9179564714432,355.62065374851227,1.0,997.7044888734818,343.48161125183105,1.0,878.9505693912506,306.6025279760361,0.9999997615814209
202,874.6459674835205,723.4372437596321,0.9913382530212402,869.5066691637039,566.0520360469818,1.0,746.8417893648148,354.4095262289047,1.0,997.5390529632568,345.84755516052246,1.0,850.4862636327744,292.5975339412689,1.0
203,827.6189557909966,672.1538209915161,0.26455962657928467,854.9010202884674,599.2396025657654,0.9999997615814209,749.6566878557205,345.24707555770874,1.0,997.7362970113754,350.15563774108887,1.0,857.8319427967072,280.38212871551514,1.0
204,781.2486463785172,549.0805850028992,1.0,837.6157307624817,620.9398190975189,0.9998181462287903,751.9441990852356,335.13506960868835,1.0,998.0042500495911,347.9488313123584,1.0,854.3900122642517,275.7005234360695,1.0
205,782.3631331920624,452.41384533047676,0.9999998807907104,820.9773860573769,637.9691082239151,0.9999972581863403,755.0334286093712,325.6216307878494,1.0,999.0895729064941,346.59968197345734,1.0,873.7014257907867,280.5965142250061,0.9999997615814209
206,794.3928278684616,394.53550243377686,0.9999878406524658,817.2337763309479,651.0710861682892,0.9999986886978149,758.5446834564209,319.66056656837463,1.0,1000.1357846260071,346.79893124103546,1.0,868.005746091716,281.1063277721405,0.9999463558197021
207,813.8572837114334,401.6665349006653,1.0,814.9047791957855,670.9019207954407,0.9999978542327881,758.2127664089203,321.8289234638214,1.0,1000.3757381439209,347.5586341023445,1.0,857.0177068710327,283.0066482424736,0.9999959468841553
208,824.6000728607178,433.92525029182434,1.0,815.147786617279,683.1083931326866,0.9999966621398926,755.8666910231113,323.239156126976,1.0,1000.8059849739075,346.4606844186783,1.0,863.3594262599945,287.6045835018158,0.9999998807907104
209,830.6865861415863,453.82694137096405,1.0,816.59317445755,698.2473834753036,0.9999991655349731,754.9953880310059,320.87254190444946,0.9999997615814209,1000.3376431465149,348.67973506450653,1.0,843.5492717325687,279.8198652267456,0.9999998807907104
210,833.1550123691559,475.7540221810341,1.0,816.1149544715881,710.9942996501923,0.9999998807907104,758.753089427948,318.9467468261719,1.0,1000.6620254516602,349.12926602363586,0.9999998807907104,846.3197808265686,278.4746479988098,1.0
211,830.5774819850922,494.5089387893677,1.0,816.5420475006104,710.6477873325348,0.9999996423721313,758.6118233203888,318.92610120773315,1.0,1000.750816822052,348.2774313092232,1.0,849.2849340438843,276.0972503721714,1.0
212,831.3974590301514,527.2779498100281,1.0,857.3149127960205,645.8831021785736,0.9990547299385071,756.9109680056572,318.27593517303467,1.0,1000.1539340019226,341.7964131832123,1.0,846.895893573761,277.8194340467453,1.0
213,847.6873717308044,556.6202611923218,0.9999997615814209,917.1941485404968,528.1330528259277,0.8443081974983215,756.184256836772,319.55847668647766,1.0,999.1016554832458,334.6633679866791,0.9999998807907104,849.8779060840607,273.646107673645,1.0
214,866.7438304424286,586.7349263429642,0.9999998807907104,934.4378478527069,450.46973860263824,0.9909999966621399,750.7399730682373,325.16339099407196,1.0,995.7877421528101,324.08292066305876,1.0,860.7432650327682,269.50838935375214,0.9999998807907104
215,886.8722422122955,611.3029263019562,1.0,924.3268695175648,399.71037578582764,0.9998651742935181,752.138313293457,326.81916761398315,1.0,999.5454046726227,320.94824957847595,1.0,870.7322993278503,268.4661999642849,1.0
216,898.1831027269363,632.8481597900391,1.0,895.8117504119873,418.0918377637863,0.9939543604850769,751.9488098621368,327.7467610836029,1.0,997.9266872406006,317.7166531085968,1.0,874.5365370512009,265.52161026000977,0.9999998807907104
217,901.3574624061584,656.6396539211273,1.0,883.5851914286613,459.03881561756134,0.9999997615814209,751.156867980957,326.4940221309662,1.0,997.2412452697754,316.61948996782303,1.0,873.2419331073761,264.0871515274048,1.0
218,896.316059589386,683.7551774680614,0.9999997615814209,877.646129488945,489.98213052749634,0.9999984502792358,750.7741327285767,327.81059098243713,1.0,997.559875369072,315.32025879621506,1.0,866.8917151689529,265.8047585487366,1.0
