scorer,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000
bodyparts,right hand,right hand,right hand,left hand,left hand,left hand,right ear,right ear,right ear,left ear,left ear,left ear,nose,nose,nose
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
68,883.6666300296783,661.459135890007,1.0,843.7130733430386,755.703763872385,0.9999998807907104,785.0992498397827,484.15680438280106,0.9999998807907104,1011.8084785938263,533.1640189886093,1.0,935.8425979614258,582.2791786193848,0.7007985711097717
69,883.4573003053665,665.1136875152588,1.0,842.3944571018219,757.1768550872803,1.0,788.4172914624214,484.32401421666145,0.9999996423721313,1018.6640923023224,534.3082392215729,0.9999977350234985,935.6099011898041,576.3843998908997,0.9909237027168274
70,883.6297205090523,665.9903984069824,0.9999998807907104,839.0711078643799,758.3237342834473,1.0,791.5162715911865,484.25199642777443,0.9999995231628418,1019.5590287148952,536.6463289260864,0.9999988079071045,935.2289361953735,567.9928669929504,0.9999994039535522
71,882.0436052083969,667.248593211174,0.9999998807907104,834.1536840200424,756.9689519405365,0.9999997615814209,795.2765589356422,483.489553630352,0.9999552965164185,1022.3680777549744,537.9354405403137,0.9999939203262329,935.5341684818268,574.444016456604,0.999995231628418
72,882.6796423196793,668.1613703966141,1.0,834.2478188276291,756.5808881521225,0.9999998807907104,800.476841211319,481.6375091075897,0.9999960660934448,1023.9536907672882,543.4298343658447,0.9999964237213135,936.0845041275024,575.7779116630554,0.9999998807907104
73,882.7138313055038,666.2554402351379,0.9999997615814209,834.274579167366,755.8763884902,0.9999997615814209,802.4443271160126,482.5802216529846,0.9999983310699463,1025.2848241329193,545.6696763038635,0.9999997615814209,936.8737058639526,581.4183235168457,0.9999024868011475
74,882.9056071043015,667.4390952587128,0.9999998807907104,832.0906462669373,754.8938776254654,0.9999996423721313,802.2065604925156,483.487580537796,0.9999885559082031,1026.5234744548798,546.0641180276871,0.9999998807907104,933.9516903162003,580.4896656870842,0.9999998807907104
75,882.9022092819214,669.9734013080597,1.0,830.3470766544342,752.0532364845276,0.9999970197677612,801.6242742538452,483.2336701154709,0.9999884366989136,1026.7721391916275,545.850635766983,1.0,931.2674020528793,595.9917396828532,0.9996944665908813
76,884.0129385534674,669.5954102277756,1.0,827.5725857019424,745.0733704566956,0.999996542930603,802.0858243703842,482.8304044008255,0.999963641166687,1027.4580644369125,547.6017066538334,1.0,932.2372737973928,599.6982605457306,0.7077882885932922
77,883.6857509613037,669.4769234657288,1.0,826.2203032970428,745.2107267379761,0.9999988079071045,805.7106714248657,483.7534527927637,0.9999946355819702,1028.4290921986103,551.4406468868256,1.0,884.3634061217308,672.3780128955841,0.00600419333204627
78,883.2699099183083,670.2437736988068,1.0,824.6385583877563,748.998325586319,0.9999994039535522,811.6722196042538,483.18617010116577,0.9999986886978149,1030.8957035541534,559.6955366134644,0.9999997615814209,884.4439312815666,673.1785180568695,0.003537166630849242
79,880.2522115707397,671.6933813095093,0.9999998807907104,824.3653182983398,751.5333981513977,0.9999986886978149,813.0160859823227,484.5266386270523,0.9999903440475464,1032.6429924964905,559.9857778549194,0.9999997615814209,877.1344168186188,673.5092191696167,0.0022202683612704277
80,875.903461098671,674.261351943016,1.0,821.211541891098,754.0557730197906,0.9999995231628418,812.6503479480743,484.9644902944565,0.9999926090240479,1033.4325160980225,561.0123243331909,0.9999998807907104,928.1053328514099,596.3354761302471,0.9999462366104126
81,873.2659780979156,675.8536756932735,1.0,816.4848167896271,758.5381698608398,0.9999982118606567,812.9789106845856,484.435613065958,0.9999856948852539,1034.279147863388,560.7895407676697,0.9999996423721313,923.0086258649826,595.4602010250092,1.0
82,871.0733690261841,678.4137156009674,1.0,809.0785436630249,761.990415096283,0.9998028874397278,813.2220275402069,484.98387014865875,0.9999798536300659,1031.5286178588867,560.1664056777954,1.0,919.496518611908,592.2015151977539,0.9999951124191284
83,873.9604289531708,677.1824759244919,1.0,834.3447993993759,773.4456193447113,0.9167138338088989,807.5392756462097,489.6545579433441,0.9974114298820496,1030.4920880794525,552.8463699817657,1.0,916.1314902305603,592.299836397171,0.999995231628418
84,875.0125334858894,676.7243156433105,1.0,923.6154825091362,706.4831311702728,0.9999977350234985,806.6557750701904,489.5918400287628,0.9979795813560486,1029.223902463913,550.4874172210693,1.0,915.2359836697578,592.971182346344,0.9999935626983643
85,880.2978916168213,676.7375800609589,1.0,939.2520262598991,663.6555321216583,0.9999997615814209,800.1795063018799,496.37172865867615,0.9990543723106384,1028.2381973862648,548.2662561237812,1.0,915.4537853002548,583.2589251995087,1.0
86,883.3012754917145,682.2575764656067,1.0,915.7079960107803,669.3672145605087,0.9999977350234985,796.8190550208092,496.00250935554504,0.9999775886535645,1029.0814718008041,538.780925989151,0.9999997615814209,915.9875376420096,576.3146297931671,0.9999996423721313
87,882.1298973560333,685.8398736715317,0.9999998807907104,913.2884588241577,671.8485283851624,0.9999995231628418,794.2855702638626,496.616336107254,0.9999951124191284,1029.2084112167358,537.8051173686981,1.0,914.2360244989395,565.8057584762573,0.9972800016403198
88,881.8126006126404,689.1477875709534,1.0,911.2429885864258,675.2357359528542,0.9999951124191284,794.642605304718,497.3350279331207,0.9999990463256836,1027.908005669713,536.9205162525177,1.0,915.177342414856,563.3902844190598,0.999717652797699
89,880.3197746276855,690.1391344070435,1.0,910.439510345459,672.4596061706543,0.9999922513961792,791.2171032428741,500.5190279483795,0.9999990463256836,1025.8026356697083,535.5290906429291,1.0,911.8107857704163,565.1878516674042,0.9598022103309631
90,877.7283766269684,692.0035232086666,1.0,908.427486628294,675.61336556077,0.9999984502792358,788.2193734198809,500.49945628643036,0.9999995231628418,1025.4478223323822,530.8637019395828,1.0,902.9613332748413,565.1239889860153,0.9990648627281189
91,870.6798617839813,693.3760401010513,1.0,902.2914862632751,676.83440721035,0.9999997615814209,784.9653468132019,500.94987308979034,0.9999998807907104,1023.8885598182678,529.7305750846863,0.9999991655349731,901.327763915062,561.706312417984,0.9981860518455505
92,866.8178083896637,698.0517253875732,1.0,899.3620601296425,681.0519766807556,0.9999982118606567,782.2301573753357,502.81526041030884,0.9999977350234985,1021.5893137454987,528.8709938526154,0.999997615814209,898.6613187789917,565.5172435045242,0.9990160465240479
93,868.0261093452573,699.8174772709608,1.0,900.3704288303852,685.9240361452103,0.9999992847442627,782.642457485199,502.39648270606995,0.9999706745147705,1019.4120026230812,528.7855849266052,0.9999988079071045,895.4470553398132,584.8797950744629,0.00314000784419477
94,867.657551497221,701.6974757909775,1.0,900.2765811681747,684.6545614600182,0.9999996423721313,780.9887416362762,501.97467291355133,0.9999884366989136,1017.4998407363892,528.104076385498,0.9999610185623169,893.5595896244049,584.4973165988922,0.06572131812572479
95,868.0861788317561,701.7999005317688,1.0,900.3985349237919,685.6184024810791,0.9999997615814209,778.9202305078506,505.0529432296753,0.9999740123748779,1016.343382358551,528.2904000282288,0.9999382495880127,851.8516011834145,585.8600716590881,0.014293881133198738
96,867.712848097086,701.8043212890625,1.0,900.7720798254013,684.4722354412079,0.9999995231628418,776.6069197654724,507.82503059506416,0.9999786615371704,1016.8212532997131,524.3950289487839,0.9996107220649719,852.6175969839096,578.5003587007523,0.992424726486206
97,868.0043727103621,704.1450624465942,1.0,900.9961805343628,684.8427931666374,0.9999998807907104,776.1172647476196,507.91231890022755,0.9999397993087769,1012.3571592867374,529.8844015598297,0.9999998807907104,854.1648979187012,573.0074059963226,0.9996885061264038
98,869.3691066503525,706.4735044240952,1.0,900.3174881339073,689.2231466770172,1.0,771.0805075764656,508.0731337815523,0.9999980926513672,1015.5079081058502,523.0858154892921,0.9999985694885254,894.6721732616425,574.62637591362,0.9999750852584839
99,867.3462854623795,713.3261117935181,0.9999998807907104,900.2627892494202,692.6600605249405,1.0,771.0349278450012,508.1619475632906,0.9999994039535522,1015.2340309619904,522.8037742376328,0.9999996423721313,895.4112596511841,568.2846574783325,0.9998730421066284
100,867.4023848176003,714.8485641479492,1.0,899.9536036215723,693.4239428043365,0.9999998807907104,771.4369505643845,507.1261856555939,0.9999997615814209,1015.0510413646698,521.9908528327942,0.9999995231628418,857.3439979553223,567.7621321678162,0.999832034111023
101,867.1428314447403,715.7264873683453,1.0,898.9427890777588,695.3014297485352,0.9999998807907104,775.1825623512268,504.20315647125244,0.9999992847442627,1017.132426738739,521.4973709583282,0.999977707862854,897.7861592769623,560.0577628612518,0.9975305199623108
102,865.0405540466309,719.3572111129761,1.0,897.1196537017822,698.0896208286285,0.9999995231628418,776.4537606239319,502.3276541233063,0.9999992847442627,1018.751827955246,519.5660285949707,0.999954342842102,897.9101462364197,557.9744155406952,0.9667800068855286
