scorer,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000
bodyparts,right hand,right hand,right hand,left hand,left hand,left hand
coords,x,y,likelihood,x,y,likelihood
0,978.0875089168549,841.2496018409729,1.0,1045.5438839197159,797.0571929216385,1.0
1,987.1146187186241,845.5653936862946,0.9999998807907104,1019.4795923829079,797.842451095581,0.9999995231628418
2,980.1604066044092,861.8195050954819,0.9999984502792358,1009.8332443237305,810.6258126497269,0.9999997615814209
3,910.8659505844116,800.6649310588837,0.9999997615814209,1000.8920392990112,822.7446711063385,1.0
4,901.3456095457077,714.1613883972168,0.9999995231628418,966.9132709503174,831.4305853843689,1.0
5,954.7599954605103,682.5836131572723,0.9999984502792358,940.0620618350804,843.6090662777424,0.9999997615814209
6,971.6951145529747,690.0868964195251,1.0,924.7323431968689,839.9868652820587,0.9999979734420776
7,975.2273592948914,705.7448077201843,1.0,939.3101338148117,842.9265491962433,0.9998992681503296
8,981.5069510936737,713.3841047286987,0.9999998807907104,1029.7581329345703,750.086508512497,0.9494102001190186
9,999.028079032898,725.6592804193497,1.0,1065.84987282753,654.4540166854858,0.999984860420227
10,1010.4478687047958,745.558931350708,1.0,1063.7893493175507,572.5210444331169,0.9988793730735779
11,1025.529973745346,768.0305700302124,1.0,1036.702764570713,573.5689845085144,0.9995110034942627
12,1032.3642234802246,796.4246596097946,0.9999997615814209,1007.5839052200317,604.625953912735,0.9999998807907104
13,1006.8124108314514,785.3991310596466,0.9999985694885254,1004.0948558747768,630.8276047706604,1.0
14,926.286970615387,649.5859701633453,0.9999998807907104,992.9331166744232,666.4905494451523,0.9999998807907104
15,898.2023955583572,524.9143459200859,1.0,964.7220274209976,702.0354046821594,0.9999988079071045
16,898.1738671064377,439.0627830028534,0.999993085861206,948.2370525449514,735.4571890830994,0.9999996423721313
17,938.4677158594131,411.2447938323021,0.961754560470581,937.2338864803314,757.7902038097382,0.9999997615814209
18,965.234191775322,472.96103382110596,1.0,924.1345200687647,787.5044973492622,1.0
19,978.4376043081284,509.79195392131805,1.0,946.9555767774582,772.8258503675461,0.9999570846557617
20,992.9357733726501,553.866466999054,1.0,1034.8771550655365,648.4692983627319,0.9999997615814209
21,1013.0255619287491,597.9368262290955,1.0,1085.4333262443542,481.74812960624695,0.9849938750267029
22,1026.6866881847382,625.7683711051941,1.0,1050.737137079239,386.41159427165985,0.9999997615814209
23,1017.9937191009521,669.9273691177368,1.0,1012.2442070841789,401.58064365386963,0.9999842643737793
24,1014.1382141113281,699.4930896759033,1.0,987.1232423186302,455.18713188171387,0.9999340772628784
25,987.1749883294106,689.054634809494,0.9999980926513672,977.8680021762848,508.5747327208519,1.0
26,887.9894499778748,545.9117209911346,1.0,961.2730612754822,548.3387114405632,1.0
27,857.6522748470306,402.09550380706787,0.9999985694885254,934.4522354602814,598.0859861373901,1.0
28,882.1701982021332,317.30580472946167,0.6438506841659546,916.3283837735653,641.1073231697083,1.0
29,925.8354070186615,328.66521644592285,0.9996509552001953,902.7096934318542,669.4190231561661,0.9999990463256836
30,968.729353427887,408.707151889801,0.9999994039535522,900.2798040211201,683.1439438462257,0.9999971389770508
31,965.0930539369583,452.3268415629864,0.9999998807907104,981.119466304779,601.858110666275,0.9999963045120239
32,995.7501400560141,512.1685652732849,1.0,1059.6279141902924,448.59931087493896,1.0
33,1014.043053150177,560.1695718765259,0.9999998807907104,1065.5824761390686,364.8712348341942,0.9999986886978149
34,1016.2307267189026,610.3501337766647,0.999997615814209,1039.9940013885498,333.38084530830383,0.9980809688568115
35,1006.2419879436493,657.2363724708557,0.9999994039535522,1005.7415630817413,417.1145260334015,1.0
36,988.2668806612492,702.4361591339111,0.9999618530273438,989.036912560463,484.42830699682236,1.0
37,914.1351307630539,625.7270765304565,0.9999997615814209,971.9807521253824,553.6565895080566,0.9999997615814209
38,852.9442864060402,445.40658819675446,1.0,928.9519948959351,614.009271144867,1.0
39,859.8324429988861,340.858993768692,0.9156439304351807,899.9232915714383,655.8815531730652,1.0
40,899.9527251906693,308.948077917099,0.9913673996925354,885.8848752975464,684.6628011465073,1.0
41,944.6615252494812,396.300072401762,1.0,879.9020941257477,712.1006102561951,0.999998927116394
42,954.6200609207153,447.8620672225952,1.0,897.5615015029907,708.0513944849372,0.9938499927520752
43,959.3578162193298,502.6710994243622,1.0,997.1043535470963,585.2707304954529,0.9999998807907104
44,979.6814135015011,555.1324830055237,1.0,1043.0117438435555,423.97742223739624,0.9999924898147583
45,992.9425871372223,614.1449911594391,1.0,1034.4532707929611,340.940033018589,0.9999485015869141
46,996.0997022762895,658.7228317260742,1.0,1005.6761373281479,385.94914507865906,0.9999613761901855
47,992.445362329483,706.3853224515915,1.0,970.121301651001,439.82409048080444,1.0
48,968.8007664680481,727.676656961441,0.9999881982803345,956.9769492149353,511.0275068283081,1.0
49,893.0165680646896,645.1085529327393,0.9999991655349731,947.8398826271296,587.7528223842382,0.9999997615814209
50,833.4405245780945,489.6041419506073,1.0,908.0813757628202,654.4317905902863,0.9999996423721313
51,843.7867476046085,402.0006433725357,0.9999994039535522,878.467253446579,707.606138408184,1.0
52,871.5870187282562,348.8121717572212,0.9971797466278076,866.3471955060959,731.9122812151909,1.0
53,909.9051885604858,431.4545376300812,1.0,862.4441206455231,753.5233561992645,1.0
54,922.2651309967041,476.29604199528694,1.0,870.186069726944,774.4712591171265,1.0
55,916.4303810596466,537.0310468673706,1.0,887.8968770503998,782.9422161579132,0.9999219179153442
56,901.1304535865784,607.5110771656036,1.0,962.389942407608,697.8660671710968,0.9998964071273804
57,946.0686495304108,645.8638607263565,1.0,1024.5954058170319,520.2374877929688,0.9631603956222534
58,978.1501466035843,677.2030403614044,1.0,1003.8200091719627,406.08726930618286,0.9999728202819824
59,978.5844993591309,719.6509163379669,1.0,986.3064956665039,727.7497568130493,0.003025142941623926
60,971.8463469594717,734.9410824775696,0.9999995231628418,951.1020014286041,386.81549680233,0.4582274258136749
61,949.1263132095337,756.7542080283165,0.9999998807907104,903.7148642539978,462.2734885215759,0.9999749660491943
